samosa_id,order_id,samosa_name_id,quantity,order_date,order_time,order_day,unit_price,total_price,serving_size,samosa_category,samosa_ingredients,samosa_name
2202,858,onion_p_f,1,2023-03-12,14:01:00,Sunday,8.25,8.25,Family Box,Classic,"Caramelized Onions, Poha, Mild Spices",The Onion Patti
2203,858,but_ckn_f,2,2023-03-12,14:01:00,Sunday,17.88,35.76,Family Box,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
2204,859,onion_p_j,1,2023-03-12,15:01:00,Sunday,2.85,2.85,Jodi (Pair),Classic,"Caramelized Onions, Poha, Mild Spices",The Onion Patti
2205,859,chs_corn_s,1,2023-03-12,15:01:00,Sunday,2.25,2.25,Single,Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
2206,859,mut_keema_f,2,2023-03-12,15:01:00,Sunday,19.25,38.5,Family Box,Non-Veg,"Minced Mutton, Mint, Peas, Cloves, Cinnamon",The Mutton Kheema
2207,859,app_pie_j,2,2023-03-12,15:01:00,Sunday,5.22,10.44,Jodi (Pair),Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
2208,860,mut_keema_j,2,2023-03-12,16:46:00,Sunday,6.65,13.3,Jodi (Pair),Non-Veg,"Minced Mutton, Mint, Peas, Cloves, Cinnamon",The Mutton Kheema
2209,860,pan_tik_f,3,2023-03-12,16:46:00,Sunday,13.75,41.25,Family Box,Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
2210,861,ckn_keema_s,3,2023-03-12,17:48:00,Sunday,3.0,9.0,Single,Non-Veg,"Minced Chicken, Green Chili, Garam Masala, Cilantro",The Chicken Keema
2211,861,chow_sam_j,1,2023-03-12,17:48:00,Sunday,3.8,3.8,Jodi (Pair),Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
2212,861,piz_sam_j,2,2023-03-12,17:48:00,Sunday,4.75,9.5,Jodi (Pair),Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
2213,861,onion_p_s,2,2023-03-12,17:48:00,Sunday,1.5,3.0,Single,Classic,"Caramelized Onions, Poha, Mild Spices",The Onion Patti
2214,862,pan_tik_f,3,2023-03-12,19:13:00,Sunday,13.75,41.25,Family Box,Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
2215,862,onion_p_j,1,2023-03-12,19:13:00,Sunday,2.85,2.85,Jodi (Pair),Classic,"Caramelized Onions, Poha, Mild Spices",The Onion Patti
2216,862,piz_sam_f,1,2023-03-12,19:13:00,Sunday,13.75,13.75,Family Box,Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
2217,862,punjabi_s,2,2023-03-12,19:13:00,Sunday,1.75,3.5,Single,Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
2218,863,piz_sam_j,1,2023-03-12,19:37:00,Sunday,4.75,4.75,Jodi (Pair),Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
2219,863,cls_aloo_f,2,2023-03-12,19:37:00,Sunday,8.25,16.5,Family Box,Classic,"Potatoes, Green Peas, Spices, Ginger",The Classic Aloo
2220,864,piz_sam_j,3,2023-03-12,20:23:00,Sunday,4.75,14.25,Jodi (Pair),Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
2221,864,piz_sam_j,2,2023-03-12,20:23:00,Sunday,4.75,9.5,Jodi (Pair),Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
2222,865,but_ckn_s,1,2023-03-12,21:19:00,Sunday,3.25,3.25,Single,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
2223,865,app_pie_s,1,2023-03-12,21:19:00,Sunday,2.75,2.75,Single,Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
2224,865,pan_tik_s,1,2023-03-12,21:19:00,Sunday,2.5,2.5,Single,Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
2225,866,chs_corn_f,1,2023-03-13,10:00:00,Monday,12.38,12.38,Family Box,Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
2226,866,pan_tik_f,3,2023-03-13,10:00:00,Monday,13.75,41.25,Family Box,Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
2227,866,but_ckn_f,2,2023-03-13,10:00:00,Monday,17.88,35.76,Family Box,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
2228,867,app_pie_j,1,2023-03-13,11:41:00,Monday,5.22,5.22,Jodi (Pair),Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
2229,867,but_ckn_f,2,2023-03-13,11:41:00,Monday,17.88,35.76,Family Box,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
2230,867,but_ckn_f,2,2023-03-13,11:41:00,Monday,17.88,35.76,Family Box,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
2231,867,choc_lav_j,1,2023-03-13,11:41:00,Monday,4.75,4.75,Jodi (Pair),Sweet,"Dark Chocolate, Cocoa Powder, Sugar Dusting",The Choco Lava
2232,868,but_ckn_f,2,2023-03-13,13:08:00,Monday,17.88,35.76,Family Box,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
2233,868,chs_corn_j,3,2023-03-13,13:08:00,Monday,4.27,12.81,Jodi (Pair),Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
2234,869,app_pie_j,3,2023-03-13,14:28:00,Monday,5.22,15.66,Jodi (Pair),Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
2235,869,but_ckn_s,2,2023-03-13,14:28:00,Monday,3.25,6.5,Single,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
2236,870,but_ckn_s,1,2023-03-13,15:08:00,Monday,3.25,3.25,Single,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
2237,870,pan_tik_s,3,2023-03-13,15:08:00,Monday,2.5,7.5,Single,Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
2238,870,punjabi_j,2,2023-03-13,15:08:00,Monday,3.32,6.64,Jodi (Pair),Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
2239,871,chow_sam_s,3,2023-03-13,15:49:00,Monday,2.0,6.0,Single,Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
2240,871,piz_sam_s,1,2023-03-13,15:49:00,Monday,2.5,2.5,Single,Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
2241,871,punjabi_s,1,2023-03-13,15:49:00,Monday,1.75,1.75,Single,Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
2242,872,mut_keema_s,2,2023-03-13,16:37:00,Monday,3.5,7.0,Single,Non-Veg,"Minced Mutton, Mint, Peas, Cloves, Cinnamon",The Mutton Kheema
2243,872,onion_p_j,2,2023-03-13,16:37:00,Monday,2.85,5.7,Jodi (Pair),Classic,"Caramelized Onions, Poha, Mild Spices",The Onion Patti
2244,873,chow_sam_s,3,2023-03-13,17:45:00,Monday,2.0,6.0,Single,Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
2245,873,punjabi_j,3,2023-03-13,17:45:00,Monday,3.32,9.96,Jodi (Pair),Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
2246,874,chs_corn_f,3,2023-03-13,18:13:00,Monday,12.38,37.14,Family Box,Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
2247,874,punjabi_s,3,2023-03-13,18:13:00,Monday,1.75,5.25,Single,Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
2248,874,chow_sam_f,1,2023-03-13,18:13:00,Monday,11.0,11.0,Family Box,Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
2249,875,app_pie_s,3,2023-03-13,19:43:00,Monday,2.75,8.25,Single,Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
2250,876,onion_p_j,1,2023-03-13,20:40:00,Monday,2.85,2.85,Jodi (Pair),Classic,"Caramelized Onions, Poha, Mild Spices",The Onion Patti
2251,876,punjabi_s,2,2023-03-13,20:40:00,Monday,1.75,3.5,Single,Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
2252,876,pan_tik_j,3,2023-03-13,20:40:00,Monday,4.75,14.25,Jodi (Pair),Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
2253,876,ckn_keema_s,1,2023-03-13,20:40:00,Monday,3.0,3.0,Single,Non-Veg,"Minced Chicken, Green Chili, Garam Masala, Cilantro",The Chicken Keema
2254,877,chs_corn_f,3,2023-03-13,21:53:00,Monday,12.38,37.14,Family Box,Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
2255,877,chow_sam_f,1,2023-03-13,21:53:00,Monday,11.0,11.0,Family Box,Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
2256,877,but_ckn_s,1,2023-03-13,21:53:00,Monday,3.25,3.25,Single,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
2257,878,choc_lav_j,3,2023-03-14,10:00:00,Tuesday,4.75,14.25,Jodi (Pair),Sweet,"Dark Chocolate, Cocoa Powder, Sugar Dusting",The Choco Lava
2258,878,choc_lav_s,3,2023-03-14,10:00:00,Tuesday,2.5,7.5,Single,Sweet,"Dark Chocolate, Cocoa Powder, Sugar Dusting",The Choco Lava
2259,878,chow_sam_s,2,2023-03-14,10:00:00,Tuesday,2.0,4.0,Single,Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
2260,879,but_ckn_j,2,2023-03-14,10:41:00,Tuesday,6.17,12.34,Jodi (Pair),Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
2261,879,punjabi_f,3,2023-03-14,10:41:00,Tuesday,9.62,28.86,Family Box,Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
2262,879,chow_sam_f,3,2023-03-14,10:41:00,Tuesday,11.0,33.0,Family Box,Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
2263,880,pan_tik_f,1,2023-03-14,11:16:00,Tuesday,13.75,13.75,Family Box,Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
2264,880,chs_corn_f,1,2023-03-14,11:16:00,Tuesday,12.38,12.38,Family Box,Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
2265,881,punjabi_f,3,2023-03-14,11:48:00,Tuesday,9.62,28.86,Family Box,Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
2266,881,cls_aloo_j,1,2023-03-14,11:48:00,Tuesday,2.85,2.85,Jodi (Pair),Classic,"Potatoes, Green Peas, Spices, Ginger",The Classic Aloo
2267,881,chs_corn_j,1,2023-03-14,11:48:00,Tuesday,4.27,4.27,Jodi (Pair),Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
2268,881,piz_sam_s,2,2023-03-14,11:48:00,Tuesday,2.5,5.0,Single,Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
2269,882,punjabi_j,3,2023-03-14,12:12:00,Tuesday,3.32,9.96,Jodi (Pair),Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
2270,882,pan_tik_f,2,2023-03-14,12:12:00,Tuesday,13.75,27.5,Family Box,Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
2271,882,pan_tik_s,3,2023-03-14,12:12:00,Tuesday,2.5,7.5,Single,Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
2272,883,onion_p_j,1,2023-03-14,13:17:00,Tuesday,2.85,2.85,Jodi (Pair),Classic,"Caramelized Onions, Poha, Mild Spices",The Onion Patti
2273,884,app_pie_s,2,2023-03-14,15:16:00,Tuesday,2.75,5.5,Single,Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
2274,884,cls_aloo_s,2,2023-03-14,15:16:00,Tuesday,1.5,3.0,Single,Classic,"Potatoes, Green Peas, Spices, Ginger",The Classic Aloo
2275,885,pan_tik_f,3,2023-03-14,15:46:00,Tuesday,13.75,41.25,Family Box,Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
2276,885,chow_sam_j,2,2023-03-14,15:46:00,Tuesday,3.8,7.6,Jodi (Pair),Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
2277,885,onion_p_j,1,2023-03-14,15:46:00,Tuesday,2.85,2.85,Jodi (Pair),Classic,"Caramelized Onions, Poha, Mild Spices",The Onion Patti
2278,885,cls_aloo_j,1,2023-03-14,15:46:00,Tuesday,2.85,2.85,Jodi (Pair),Classic,"Potatoes, Green Peas, Spices, Ginger",The Classic Aloo
2279,886,ckn_keema_f,2,2023-03-14,16:18:00,Tuesday,16.5,33.0,Family Box,Non-Veg,"Minced Chicken, Green Chili, Garam Masala, Cilantro",The Chicken Keema
2280,886,pan_tik_f,2,2023-03-14,16:18:00,Tuesday,13.75,27.5,Family Box,Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
2281,886,cls_aloo_j,2,2023-03-14,16:18:00,Tuesday,2.85,5.7,Jodi (Pair),Classic,"Potatoes, Green Peas, Spices, Ginger",The Classic Aloo
2282,886,punjabi_j,1,2023-03-14,16:18:00,Tuesday,3.32,3.32,Jodi (Pair),Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
2283,887,piz_sam_f,1,2023-03-14,16:52:00,Tuesday,13.75,13.75,Family Box,Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
2284,888,mut_keema_f,1,2023-03-14,18:41:00,Tuesday,19.25,19.25,Family Box,Non-Veg,"Minced Mutton, Mint, Peas, Cloves, Cinnamon",The Mutton Kheema
2285,889,app_pie_j,2,2023-03-14,20:41:00,Tuesday,5.22,10.44,Jodi (Pair),Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
2286,890,choc_lav_j,3,2023-03-14,21:21:00,Tuesday,4.75,14.25,Jodi (Pair),Sweet,"Dark Chocolate, Cocoa Powder, Sugar Dusting",The Choco Lava
2287,890,punjabi_j,1,2023-03-14,21:21:00,Tuesday,3.32,3.32,Jodi (Pair),Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
2288,891,chs_corn_f,3,2023-03-15,10:00:00,Wednesday,12.38,37.14,Family Box,Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
2289,892,punjabi_j,3,2023-03-15,10:46:00,Wednesday,3.32,9.96,Jodi (Pair),Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
2290,892,but_ckn_s,1,2023-03-15,10:46:00,Wednesday,3.25,3.25,Single,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
2291,892,mut_keema_f,3,2023-03-15,10:46:00,Wednesday,19.25,57.75,Family Box,Non-Veg,"Minced Mutton, Mint, Peas, Cloves, Cinnamon",The Mutton Kheema
2292,892,mut_keema_f,1,2023-03-15,10:46:00,Wednesday,19.25,19.25,Family Box,Non-Veg,"Minced Mutton, Mint, Peas, Cloves, Cinnamon",The Mutton Kheema
2293,893,cls_aloo_f,3,2023-03-15,12:33:00,Wednesday,8.25,24.75,Family Box,Classic,"Potatoes, Green Peas, Spices, Ginger",The Classic Aloo
2294,893,piz_sam_s,1,2023-03-15,12:33:00,Wednesday,2.5,2.5,Single,Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
2295,893,chs_corn_s,2,2023-03-15,12:33:00,Wednesday,2.25,4.5,Single,Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
2296,894,but_ckn_f,1,2023-03-15,13:45:00,Wednesday,17.88,17.88,Family Box,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
2297,894,piz_sam_j,1,2023-03-15,13:45:00,Wednesday,4.75,4.75,Jodi (Pair),Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
2298,895,chs_corn_j,2,2023-03-15,15:33:00,Wednesday,4.27,8.54,Jodi (Pair),Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
2299,896,mut_keema_f,1,2023-03-15,16:09:00,Wednesday,19.25,19.25,Family Box,Non-Veg,"Minced Mutton, Mint, Peas, Cloves, Cinnamon",The Mutton Kheema
2300,897,chow_sam_s,1,2023-03-15,17:10:00,Wednesday,2.0,2.0,Single,Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
2301,898,but_ckn_s,2,2023-03-15,17:16:00,Wednesday,3.25,6.5,Single,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
2302,898,chow_sam_f,2,2023-03-15,17:16:00,Wednesday,11.0,22.0,Family Box,Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
2303,898,chow_sam_f,2,2023-03-15,17:16:00,Wednesday,11.0,22.0,Family Box,Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
2304,899,but_ckn_s,1,2023-03-15,18:23:00,Wednesday,3.25,3.25,Single,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
2305,899,but_ckn_j,2,2023-03-15,18:23:00,Wednesday,6.17,12.34,Jodi (Pair),Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
2306,900,but_ckn_j,1,2023-03-15,19:33:00,Wednesday,6.17,6.17,Jodi (Pair),Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
2307,900,punjabi_j,3,2023-03-15,19:33:00,Wednesday,3.32,9.96,Jodi (Pair),Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
2308,901,piz_sam_s,2,2023-03-15,20:28:00,Wednesday,2.5,5.0,Single,Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
2309,901,ckn_keema_j,2,2023-03-15,20:28:00,Wednesday,5.7,11.4,Jodi (Pair),Non-Veg,"Minced Chicken, Green Chili, Garam Masala, Cilantro",The Chicken Keema
2310,901,punjabi_f,2,2023-03-15,20:28:00,Wednesday,9.62,19.24,Family Box,Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
2311,902,but_ckn_f,2,2023-03-15,21:13:00,Wednesday,17.88,35.76,Family Box,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
2312,903,chow_sam_s,2,2023-03-16,10:00:00,Thursday,2.0,4.0,Single,Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
2313,903,choc_lav_f,3,2023-03-16,10:00:00,Thursday,13.75,41.25,Family Box,Sweet,"Dark Chocolate, Cocoa Powder, Sugar Dusting",The Choco Lava
2314,904,but_ckn_f,3,2023-03-16,11:07:00,Thursday,17.88,53.64,Family Box,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
2315,905,choc_lav_s,1,2023-03-16,12:55:00,Thursday,2.5,2.5,Single,Sweet,"Dark Chocolate, Cocoa Powder, Sugar Dusting",The Choco Lava
2316,906,cls_aloo_s,3,2023-03-16,14:38:00,Thursday,1.5,4.5,Single,Classic,"Potatoes, Green Peas, Spices, Ginger",The Classic Aloo
2317,907,onion_p_j,3,2023-03-16,16:14:00,Thursday,2.85,8.55,Jodi (Pair),Classic,"Caramelized Onions, Poha, Mild Spices",The Onion Patti
2318,908,app_pie_j,1,2023-03-16,18:05:00,Thursday,5.22,5.22,Jodi (Pair),Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
2319,908,but_ckn_j,3,2023-03-16,18:05:00,Thursday,6.17,18.51,Jodi (Pair),Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
2320,909,piz_sam_s,1,2023-03-16,18:12:00,Thursday,2.5,2.5,Single,Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
2321,909,ckn_keema_f,3,2023-03-16,18:12:00,Thursday,16.5,49.5,Family Box,Non-Veg,"Minced Chicken, Green Chili, Garam Masala, Cilantro",The Chicken Keema
2322,909,chow_sam_s,1,2023-03-16,18:12:00,Thursday,2.0,2.0,Single,Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
2323,909,choc_lav_f,3,2023-03-16,18:12:00,Thursday,13.75,41.25,Family Box,Sweet,"Dark Chocolate, Cocoa Powder, Sugar Dusting",The Choco Lava
2324,910,chow_sam_j,1,2023-03-16,19:17:00,Thursday,3.8,3.8,Jodi (Pair),Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
2325,910,piz_sam_s,2,2023-03-16,19:17:00,Thursday,2.5,5.0,Single,Fusion,"Marinara Sauce, Mozzarella, Olives, Bell Peppers",The Pizza Samosa
2326,911,chow_sam_j,1,2023-03-16,20:46:00,Thursday,3.8,3.8,Jodi (Pair),Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
2327,911,chow_sam_s,2,2023-03-16,20:46:00,Thursday,2.0,4.0,Single,Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
2328,912,app_pie_j,3,2023-03-16,20:52:00,Thursday,5.22,15.66,Jodi (Pair),Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
2329,913,chow_sam_j,3,2023-03-17,10:00:00,Friday,3.8,11.4,Jodi (Pair),Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
2330,913,mut_keema_s,1,2023-03-17,10:00:00,Friday,3.5,3.5,Single,Non-Veg,"Minced Mutton, Mint, Peas, Cloves, Cinnamon",The Mutton Kheema
2331,914,chow_sam_f,1,2023-03-17,10:39:00,Friday,11.0,11.0,Family Box,Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
2332,915,app_pie_j,1,2023-03-17,12:35:00,Friday,5.22,5.22,Jodi (Pair),Sweet,"Stewed Apples, Cinnamon, Brown Sugar, Nutmeg",The Apple Pie Samosa
2333,916,but_ckn_j,2,2023-03-17,13:34:00,Friday,6.17,12.34,Jodi (Pair),Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
2334,916,onion_p_j,2,2023-03-17,13:34:00,Friday,2.85,5.7,Jodi (Pair),Classic,"Caramelized Onions, Poha, Mild Spices",The Onion Patti
2335,916,choc_lav_f,3,2023-03-17,13:34:00,Friday,13.75,41.25,Family Box,Sweet,"Dark Chocolate, Cocoa Powder, Sugar Dusting",The Choco Lava
2336,917,chs_corn_s,1,2023-03-17,14:21:00,Friday,2.25,2.25,Single,Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
2337,917,punjabi_f,1,2023-03-17,14:21:00,Friday,9.62,9.62,Family Box,Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
2338,917,punjabi_s,3,2023-03-17,14:21:00,Friday,1.75,5.25,Single,Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
2339,918,onion_p_s,3,2023-03-17,15:11:00,Friday,1.5,4.5,Single,Classic,"Caramelized Onions, Poha, Mild Spices",The Onion Patti
2340,918,mut_keema_s,2,2023-03-17,15:11:00,Friday,3.5,7.0,Single,Non-Veg,"Minced Mutton, Mint, Peas, Cloves, Cinnamon",The Mutton Kheema
2341,918,onion_p_f,2,2023-03-17,15:11:00,Friday,8.25,16.5,Family Box,Classic,"Caramelized Onions, Poha, Mild Spices",The Onion Patti
2342,918,pan_tik_j,1,2023-03-17,15:11:00,Friday,4.75,4.75,Jodi (Pair),Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
2343,919,punjabi_j,2,2023-03-17,16:20:00,Friday,3.32,6.64,Jodi (Pair),Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
2344,920,pan_tik_j,3,2023-03-17,17:23:00,Friday,4.75,14.25,Jodi (Pair),Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
2345,920,chow_sam_f,3,2023-03-17,17:23:00,Friday,11.0,33.0,Family Box,Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
2346,921,pan_tik_s,2,2023-03-17,18:14:00,Friday,2.5,5.0,Single,Fusion,"Paneer Cubes, Tandoori Sauce, Capsicum, Onions",The Paneer Tikka
2347,922,cls_aloo_s,3,2023-03-17,20:10:00,Friday,1.5,4.5,Single,Classic,"Potatoes, Green Peas, Spices, Ginger",The Classic Aloo
2348,922,chow_sam_j,1,2023-03-17,20:10:00,Friday,3.8,3.8,Jodi (Pair),Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
2349,922,but_ckn_j,3,2023-03-17,20:10:00,Friday,6.17,18.51,Jodi (Pair),Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
2350,923,chs_corn_s,1,2023-03-17,21:46:00,Friday,2.25,2.25,Single,Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
2351,924,chs_corn_s,3,2023-03-17,21:53:00,Friday,2.25,6.75,Single,Fusion,"Sweet Corn, Mozzarella Cheese, Oregano, Chili Flakes",The Cheese Corn
2352,924,but_ckn_f,2,2023-03-17,21:53:00,Friday,17.88,35.76,Family Box,Non-Veg,"Chicken Breast, Butter Chicken Gravy, Cream, Fenugreek",The Butter Chicken
2353,924,chow_sam_j,3,2023-03-17,21:53:00,Friday,3.8,11.4,Jodi (Pair),Fusion,"Noodles, Soy Sauce, Cabbage, Carrots",The Chowmein Samosa
2354,924,punjabi_f,2,2023-03-17,21:53:00,Friday,9.62,19.24,Family Box,Classic,"Spiced Potatoes, Cashews, Raisins, Cumin",The Punjabi Samosa
2355,925,choc_lav_j,1,2023-03-18,10:00:00,Saturday,4.75,4.75,Jodi (Pair),Sweet,"Dark Chocolate, Cocoa Powder, Sugar Dusting",The Choco Lava
2356,926,ckn_keema_f,3,2023-03-18,11:55:00,Saturday,16.5,49.5,Family Box,Non-Veg,"Minced Chicken, Green Chili, Garam Masala, Cilantro",The Chicken Keema
